Wavenumber,Y1-1,Y1-2,Y1-3,Y2-1,Y2-2,Y2-3,Y3-1,Y3-2,Y3-3,Y4-1,Y4-2,Y4-3,Y5-1,Y5-2,Y5-3,Y6-1,Y6-2,Y6-3,Y7-1,Y7-2,Y7-3,Y8-1,Y8-2,Y8-3,Y9-1,Y9-2,Y9-3,DJ2-1,DJ2-2,DJ2-3,DJ3-1,DJ3-2,DJ3-3,DJ4-1,DJ4-2,DJ4-3,DJ5-1,DJ5-2,DJ5-3,DJ7-1,DJ7-2,DJ7-3,DJ8-1,DJ8-2,DJ8-3,DJ11-1,DJ11-2,DJ11-3,DJ14-1,DJ14-2,DJ14-3,DJ16-1,DJ16-2,DJ16-3,DJ17-1,DJ17-2,DJ17-3,DJ17W-1,DJ17W-2,DJ17W-3,DJ18-1,DJ18-2,DJ18-3,DJ18W-1,DJ18W-2,DJ18W-3,DJ20-1,DJ20-2,DJ20-3,DJ21-1,DJ21-2,DJ21-3,DJ22-1,DJ22-2,DJ22-3,DJ24-1,DJ24-2,DJ24-3,DJ26-1,DJ26-2,DJ26-3
688.58731,100.14059,100.12998,100.16839,100.51395,99.94117,100.27075,100.43635,101.38052,101.37459,100.96904,99.40644,100.35872,103.44307,103.51549,103.78325,104.67098,104.78051,104.94643,104.43283,104.85543,105.01838,103.31316,103.31235,104.23311,103.60127,104.29314,104.18215,97.58428,97.97943,98.32923,96.10312,94.95879,94.74148,96.20842,95.56024,96.44093,97.91561,98.65887,98.96233,102.12118,102.43131,102.16003,96.95602,97.81508,97.64477,99.15309,99.39248,98.93135,96.28782,96.73415,98.12398,97.26573,97.27985,97.60625,96.58659,97.22398,98.39908,99.80435,99.80443,100.02711,101.33301,101.11148,101.19004,99.8532,100.46564,101.1245,97.74112,98.03013,98.84282,96.46764,97.29205,96.53485,98.02133,97.16813,95.87856,97.94363,97.32807,98.07075,96.617,96.60491,95.99288
690.51613,100.21639,100.02893,100.20248,100.35219,99.8625,100.17093,100.34657,101.35853,101.21486,100.71994,99.48273,100.15306,103.14312,103.18168,103.44946,104.3686,104.42593,104.53837,104.22398,104.52273,104.4915,103.07586,103.05853,103.68199,103.32562,103.96945,103.80019,97.68401,97.93121,98.22324,96.19167,95.25052,95.01945,96.35282,95.95082,96.62129,98.24569,98.69012,98.95602,101.89327,102.16855,101.76104,96.94588,97.78436,97.68518,99.29177,99.52817,99.17435,96.59908,96.85979,98.12122,97.51952,97.35073,97.6406,96.80232,97.27136,98.20301,99.80356,99.83267,100.06462,101.09361,100.96707,101.09186,100.08431,100.5177,100.97284,97.80142,98.02913,98.83156,96.70493,97.38499,96.77082,98.06876,97.34102,96.18583,98.06898,97.42821,98.23517,96.65323,96.52025,96.14091
692.44494,100.27244,100.02421,100.24282,100.16275,99.94825,100.15808,100.39504,101.3557,101.0255,100.62973,99.50891,100.21029,103.02613,102.99985,103.18013,104.10658,104.18845,104.24983,103.94739,104.16907,104.18708,102.77595,102.80814,103.42398,103.10489,103.68507,103.68572,97.92881,98.00547,98.32524,96.44908,95.57955,95.25035,96.7032,96.35197,96.90557,98.37148,98.78433,99.01857,101.77185,102.11894,101.79898,97.18675,97.60936,97.96199,99.59028,99.70255,99.30266,96.96174,97.16685,98.1842,97.80217,97.56847,97.84415,96.95125,97.37851,98.32053,99.59657,99.924,100.00041,101.04834,100.76107,101.19773,100.2444,100.81091,100.97226,97.96465,98.08762,99.0169,96.92212,97.55168,97.1979,98.25202,97.83433,96.77181,98.35495,97.75074,98.40188,97.03425,96.74563,96.40473
694.37376,100.2731,99.76066,99.98056,100.16088,99.92046,100.03575,100.44515,101.10499,100.80492,100.6997,99.48747,100.37812,102.94597,102.96357,103.21566,103.84897,103.9072,104.18443,103.64824,103.78796,104.26192,102.70068,102.57617,103.11948,102.95874,103.34629,103.50232,98.21323,98.10535,98.40778,96.60826,95.79285,95.44301,97.09617,96.67418,97.26648,98.45804,99.00135,99.02481,101.75447,102.00891,101.8077,97.42944,97.77793,98.27396,99.68299,99.69866,99.46017,97.24666,97.42272,98.30226,97.94526,97.67908,98.09459,96.95735,97.49585,98.48582,99.43695,99.86412,99.96666,101.02211,100.7686,101.05387,100.48517,100.97532,101.21146,97.92915,98.25258,99.02984,96.96107,97.6457,97.24891,98.45955,98.31887,97.10907,98.89374,98.21068,98.45526,97.44875,97.03637,96.85507
696.30258,100.13036,99.38913,99.76009,100.12824,99.75439,99.91134,100.43833,100.72087,100.76916,100.74566,99.53154,100.24318,102.86637,102.8505,103.12574,103.54832,103.70684,103.86487,103.46761,103.68323,103.95152,102.69641,102.44828,102.5482,102.75066,103.12754,103.32773,98.317,98.17009,98.28642,96.59253,95.93683,95.68122,97.20757,96.96281,97.55648,98.49153,98.99679,98.97433,101.57466,101.8123,101.51154,97.60038,97.90063,98.28159,99.8786,99.56741,99.65068,97.32192,97.47723,98.45851,98.21163,97.8555,97.9493,97.2648,97.75569,98.51191,99.34796,99.67616,99.79136,100.89305,100.76029,100.76298,100.77204,100.99277,101.18134,97.78173,98.25586,98.83779,97.04552,97.56041,97.12484,98.56014,98.3889,97.30027,99.09432,98.43053,98.53873,97.38783,97.38444,97.22435
698.23139,99.80888,99.44732,99.76221,99.98372,99.72543,99.87486,100.38005,100.60522,100.73571,100.58179,99.65487,100.08877,102.79296,102.60008,102.71175,103.39782,103.54526,103.47894,103.37581,103.69628,103.79446,102.53286,102.39598,102.33887,102.52667,102.98664,103.28472,98.16863,98.36563,98.32241,96.6806,96.1827,96.02507,97.62553,97.40694,97.85644,98.66853,99.06839,99.00203,101.42337,101.7798,101.37379,97.63135,97.98799,98.41552,100.11531,99.78431,99.85147,97.57957,97.67521,98.5295,98.35373,98.16218,97.95688,97.58189,97.99884,98.63848,99.39332,99.48127,99.74882,100.95345,100.73084,100.60483,100.93463,101.16161,101.33832,97.94991,98.23314,98.81162,97.28418,97.76814,97.34627,98.7507,98.47855,97.79708,99.34751,98.85878,98.86514,97.43351,97.56422,97.32835
700.16021,99.80283,99.75846,99.92367,100.07419,99.88799,99.75829,100.52635,100.80765,100.85767,100.61644,99.88096,100.10626,102.70699,102.57116,102.54501,103.40622,103.30665,103.40106,103.36213,103.6975,103.62053,102.4511,102.37572,102.35078,102.46525,102.97363,103.36416,98.31538,98.56855,98.69689,97.04539,96.62016,96.27603,98.38333,97.93893,98.46399,99.09647,99.33272,99.32022,101.53704,101.93967,101.47578,97.961,98.31996,98.76407,100.40732,100.23391,100.05419,98.00441,98.05627,98.84916,98.53637,98.5499,98.40648,97.81484,98.32089,98.74012,99.55662,99.70456,100.01716,101.17308,100.82735,100.66626,101.10539,101.49254,101.65715,98.31046,98.63231,99.11347,97.60363,98.01345,97.70486,99.21398,99.00466,98.43033,99.78888,99.42817,99.13998,97.87972,97.75137,97.58911
702.08902,99.7532,99.73612,99.76428,100.03621,99.84623,99.74721,100.52322,100.68344,100.82123,100.60907,99.78514,100.05969,102.52295,102.57985,102.43763,103.36295,103.16136,103.34555,103.20844,103.40711,103.49253,102.36154,102.27357,102.39046,102.44273,102.87756,103.09844,98.41649,98.59186,98.72715,97.39049,96.9497,96.47757,98.74979,98.28699,98.84674,99.22549,99.33483,99.57998,101.63477,101.93381,101.43684,98.17411,98.56406,98.79013,100.48954,100.31522,100.22822,98.14413,98.29332,98.927,98.6783,98.72721,98.60614,98.04883,98.37,98.84117,99.49649,99.7456,100.09418,101.31633,100.7708,100.8063,101.20437,101.56827,101.62398,98.33991,98.7073,99.20996,97.73235,98.08938,97.81003,99.28958,99.15059,98.59548,100.00424,99.62903,99.35951,98.12481,98.07639,97.83477
704.01784,99.77653,99.63876,99.51982,100.05749,99.73477,99.83136,100.46368,100.5507,100.71752,100.5863,99.74728,100.05651,102.51712,102.51634,102.32503,103.11253,103.17326,103.27403,103.09293,103.09463,103.3513,102.29869,102.22044,102.57064,102.36701,102.58693,102.89715,98.4876,98.6878,98.74789,97.64762,96.96015,96.72076,98.88109,98.55173,99.07765,99.26104,99.28395,99.59097,101.63098,101.87967,101.46641,98.21019,98.69541,98.82941,100.58562,100.25333,100.235,98.18167,98.37168,98.87862,98.78334,98.6574,98.62221,98.33734,98.3935,99.04963,99.63313,99.66104,100.07685,101.1952,100.72621,100.97337,101.28726,101.50994,101.77549,98.36549,98.60973,99.218,97.75376,98.19513,97.8309,99.25326,99.17179,98.84967,100.24566,99.68407,99.61869,98.19564,98.17647,97.97041
705.94666,99.64863,99.56145,99.45019,100.03962,99.67496,99.75863,100.30205,100.47597,100.64523,100.42942,99.96899,100.09476,102.44676,102.29937,102.29745,102.94573,103.15337,103.03357,102.98733,103.04832,103.14085,102.14156,102.14236,102.28405,102.38108,102.43087,102.82822,98.53709,98.78906,98.82534,97.67735,97.06514,96.95832,98.92107,98.77317,99.29687,99.38492,99.46109,99.54546,101.60726,101.82614,101.39796,98.37136,98.79077,98.83722,100.70082,100.20147,100.30041,98.27745,98.3637,98.95592,98.74598,98.66914,98.72918,98.58694,98.42117,98.97773,99.66027,99.71257,100.01435,101.01092,100.69163,100.9177,101.27525,101.50599,101.89392,98.49427,98.60027,99.22692,97.81587,98.35116,97.95273,99.40629,99.29907,99.14504,100.31006,99.81469,99.68927,98.33027,98.20369,98.10405
707.87547,99.35727,99.46947,99.33998,99.73155,99.63492,99.52581,100.2091,100.17076,100.28026,100.143,99.83907,99.96315,102.20852,101.82962,102.00601,102.81495,102.82743,102.67988,102.57743,102.92544,102.82333,101.85173,101.77811,102.02776,102.20398,102.42166,102.6458,98.4796,98.51307,98.64256,97.56232,97.18454,97.00739,98.88895,98.77921,99.29007,99.23552,99.51113,99.48172,101.37207,101.48671,101.1615,98.37112,98.66793,98.78207,100.59343,100.20494,100.33603,98.45916,98.37388,98.86952,98.56009,98.53189,98.61488,98.54541,98.33266,98.78448,99.51192,99.64511,99.81257,100.89907,100.56028,100.68752,101.08501,101.28205,101.69129,98.40426,98.53878,99.12061,97.87681,98.09762,97.89442,99.341,99.30913,99.07758,100.35248,99.898,99.48811,98.39333,98.17615,98.14687
709.80429,99.35044,99.28876,99.29502,99.64548,99.5489,99.53383,100.26967,100.08302,100.12642,100.18293,99.68104,99.85657,102.33225,101.58303,101.75171,102.69122,102.64801,102.58075,102.40425,102.70464,102.79942,101.75091,101.65894,102.00435,102.07812,102.49861,102.44399,98.53911,98.57742,98.61928,97.60336,97.27025,97.20207,99.10738,98.99422,99.43454,99.2215,99.36466,99.46108,101.35869,101.23639,101.16504,98.44033,98.57523,98.88398,100.55279,100.43609,100.40149,98.65066,98.43476,99.02007,98.70981,98.55781,98.49363,98.49214,98.51147,98.85533,99.45065,99.75876,99.782,100.85487,100.60092,100.68982,101.10574,101.2612,101.75784,98.32603,98.58135,99.03471,98.05578,97.9922,98.08974,99.28872,99.4781,99.15342,100.45579,99.98331,99.41046,98.4528,98.27474,98.09118
711.7331,99.46023,99.123,99.24957,99.71745,99.47208,99.5402,100.20247,100.24667,100.1533,100.21286,99.72579,99.71159,102.13304,101.56783,101.68789,102.54205,102.55214,102.63385,102.50051,102.62301,102.59574,101.68443,101.74725,101.83545,102.04156,102.40425,102.327,98.62708,98.90832,98.73902,97.8483,97.33531,97.29356,99.33021,99.09928,99.55616,99.3661,99.36182,99.39825,101.31628,101.30502,101.22529,98.52383,98.52446,98.98254,100.47904,100.61138,100.44304,98.59869,98.55733,99.09296,98.8659,98.53028,98.44179,98.59003,98.70667,98.84658,99.44388,99.84669,99.89853,100.74673,100.76023,100.77255,101.26907,101.48264,101.73884,98.31174,98.54568,99.0356,98.27847,98.09878,98.34842,99.45991,99.63884,99.18581,100.52582,100.02412,99.56678,98.45637,98.45333,98.22489
713.66192,99.45442,99.23384,99.27345,99.71945,99.52668,99.43342,100.08416,100.32025,100.01048,100.03698,99.86802,99.61526,101.89382,101.65303,101.72267,102.57808,102.47729,102.73082,102.45611,102.68656,102.70498,101.77085,101.84528,101.83092,102.1044,102.39907,102.3174,98.86492,99.16849,98.95705,98.01039,97.59985,97.2457,99.39426,99.20488,99.72645,99.41623,99.4524,99.41383,101.15038,101.46466,101.26554,98.55553,98.78904,99.10558,100.47885,100.62467,100.55787,98.63057,98.85551,99.06249,99.00491,98.60645,98.69142,98.84617,98.73227,98.94167,99.57242,99.86437,100.00141,100.77969,100.83105,100.69577,101.20548,101.60274,101.68734,98.30404,98.51677,99.15766,98.32993,98.17609,98.36541,99.66624,99.81568,99.303,100.66757,100.00542,99.72248,98.61251,98.5193,98.37004
715.59074,99.25264,99.18618,99.15288,99.69163,99.32444,99.3373,99.88846,100.1666,99.94277,99.93447,99.66327,99.55885,101.77679,101.63693,101.65255,102.49188,102.23891,102.52806,102.16715,102.55767,102.67305,101.65256,101.69513,101.59385,101.96912,102.34003,102.19696,98.88636,99.07707,98.91343,97.9718,97.70178,97.28372,99.37317,99.08931,99.6266,99.32794,99.28544,99.37154,101.06763,101.31659,101.19016,98.54688,98.96429,99.08223,100.523,100.41211,100.56065,98.61434,98.92656,99.03049,98.96634,98.66193,98.71013,98.857,98.64224,98.86721,99.61029,99.74664,99.94466,100.73659,100.66305,100.4738,101.09781,101.49081,101.73317,98.30853,98.47509,99.17077,98.13993,98.19666,98.23649,99.61992,99.74617,99.41992,100.44133,99.85884,99.57182,98.46242,98.33368,98.30042
717.51955,98.79715,98.83216,98.71045,99.46121,98.81065,99.13042,99.60496,99.82695,99.72239,99.66811,99.13491,99.36887,101.4138,101.37786,101.28514,102.13565,101.99118,102.16296,101.82052,102.36988,102.30773,101.33458,101.48784,101.21383,101.6122,101.99106,101.9036,98.46944,98.62245,98.55459,97.69986,97.27428,97.05138,98.95171,98.57571,99.15089,98.93182,99.02527,99.08021,100.94862,101.05192,100.91406,98.21327,98.61011,98.62064,100.05597,100.01255,100.11503,98.25903,98.31542,98.70269,98.50944,98.21682,98.25465,98.45494,98.3078,98.69489,99.37014,99.50703,99.66404,100.49031,100.34439,100.17829,100.72681,101.06403,101.37256,98.0613,98.1841,98.9797,97.74092,98.06205,97.80248,99.17205,99.35079,98.84594,99.84889,99.38765,99.05762,97.97138,97.96466,97.94186
719.44837,98.54632,98.62833,98.53547,99.14725,98.61294,98.86522,99.40788,99.69392,99.55668,99.55134,98.56583,99.25785,101.20237,101.2689,101.17249,102.03215,101.98633,102.14952,101.88839,102.27914,102.29792,101.22144,101.42235,101.37489,101.46078,101.84615,102.00314,98.16747,98.21672,98.35298,97.21511,96.51402,96.50923,98.05938,97.76187,98.23257,98.39476,98.64123,98.85385,100.72479,101.06183,100.63532,97.64092,98.10636,98.13772,99.43645,99.43819,99.47165,97.55459,97.52201,98.20071,97.82435,97.4881,97.71534,97.77632,97.96318,98.5424,99.19588,99.39457,99.54623,100.38167,100.07172,100.04458,100.01726,100.4583,100.81807,97.6868,98.00642,98.71519,97.47818,97.76795,97.44594,98.64969,98.69626,97.69878,99.16275,98.69167,98.51003,97.30363,97.43717,97.19627
721.37718,98.58927,98.70406,98.58604,99.04665,98.80384,98.77424,99.48609,99.77721,99.58384,99.70242,98.81525,99.35095,101.31129,101.26683,101.25374,102.05368,102.04198,102.11846,101.8866,102.27257,102.26223,101.2619,101.31377,101.70725,101.49412,101.84641,101.95041,98.35686,98.35992,98.54919,97.4608,96.8575,96.89867,98.31335,98.15363,98.60807,98.64933,98.66927,99.09299,100.77247,101.10705,100.80943,97.90527,98.40762,98.48652,99.76245,99.60298,99.69422,97.82127,97.83339,98.4137,98.05423,97.79483,97.94275,98.03244,98.29844,98.61494,99.36472,99.48129,99.70574,100.49158,99.99452,100.09815,100.20875,100.64856,100.97418,97.868,98.26335,98.79301,97.81447,97.91968,97.85639,98.94171,98.99848,98.15587,99.64505,99.04137,98.92397,97.53536,97.74243,97.48317
723.306,98.62291,98.80532,98.64935,99.0554,98.95115,98.78328,99.54718,99.57866,99.39971,99.71355,99.1732,99.28815,101.26424,101.02964,101.02182,101.76063,101.81083,101.78581,101.69364,102.07161,101.97102,101.19483,101.27097,101.50342,101.43655,101.75072,101.69512,98.61912,98.72062,98.69894,97.73927,97.58501,97.46956,99.02743,98.98124,99.56513,99.00078,99.06345,99.27192,100.83488,100.88871,100.77605,98.37801,98.73552,98.75424,100.24757,100.04834,100.22856,98.34971,98.50488,98.77105,98.54982,98.23662,98.30391,98.6981,98.66085,98.79886,99.643,99.59443,99.76338,100.36634,100.05607,100.10597,100.8321,101.14161,101.26676,98.25362,98.38225,98.85066,97.98914,98.27702,98.15786,99.32767,99.65568,99.09743,100.2737,99.64545,99.47124,98.01979,98.26313,98.11487
725.23482,98.54659,98.59025,98.53582,98.88515,98.81433,98.66987,99.37043,99.25129,99.19052,99.51583,99.0454,99.07022,101.08187,100.72622,100.68008,101.45658,101.62243,101.52128,101.62564,101.83384,101.73566,101.0158,101.08047,101.09987,101.34268,101.57111,101.52905,98.50183,98.83274,98.65764,97.62966,97.59376,97.47424,99.05543,99.12175,99.5186,98.92904,99.12557,99.15701,100.7412,100.6959,100.5645,98.31559,98.54637,98.64191,100.20078,99.94972,100.19021,98.2424,98.4256,98.66639,98.58007,98.0471,98.18881,98.66542,98.60063,98.78995,99.60097,99.66616,99.67659,100.05882,99.97362,100.01568,100.82022,100.99826,101.04515,98.13342,98.20014,98.77051,97.93011,98.15503,98.18437,99.22038,99.64087,99.13044,100.15132,99.58688,99.41904,98.00997,98.04526,98.09313
727.16363,98.56389,98.41081,98.24349,98.83631,98.52045,98.5085,99.26771,99.26892,99.20503,99.27082,98.93161,98.97765,100.91676,100.60615,100.5533,101.40358,101.52881,101.5314,101.66118,101.68073,101.50848,100.88382,100.93513,100.93274,101.13663,101.36536,101.44961,98.41124,98.70195,98.61276,97.7271,97.5122,97.43379,98.98012,99.19204,99.2372,98.94631,99.11417,99.04805,100.64084,100.7457,100.46502,98.30324,98.38731,98.56365,100.21918,99.81009,100.0245,98.26609,98.17079,98.61735,98.38522,97.93804,98.11841,98.58889,98.56407,98.66754,99.4853,99.66517,99.69788,99.98974,99.87625,99.9583,100.71179,100.74812,100.93013,97.9593,98.13994,98.75347,98.04615,97.95753,98.17651,99.21085,99.47695,99.05837,100.08552,99.48253,99.3736,98.07136,97.87358,97.89301
729.09245,98.57333,98.35849,98.15517,98.70952,98.34171,98.47434,99.173,99.357,99.06164,99.03962,98.80368,98.86983,100.76071,100.68226,100.62579,101.43713,101.59045,101.68531,101.65932,101.62129,101.59338,100.94818,100.87689,100.81553,101.11185,101.17261,101.44768,98.54116,98.54023,98.52611,97.76979,97.55732,97.27053,98.9169,99.10538,99.17201,98.92408,99.06383,99.06101,100.5989,100.81197,100.4583,98.41201,98.454,98.61409,100.24251,99.85579,99.92277,98.30135,98.07671,98.56548,98.20349,97.9646,98.11315,98.6259,98.53682,98.5354,99.4706,99.65438,99.68537,100.08517,99.8549,99.89707,100.71803,100.65938,100.88798,97.99183,98.06841,98.75723,98.07503,98.01357,98.12623,99.13583,99.40775,99.0932,100.06524,99.43997,99.33093,97.97618,97.95823,97.82343
731.02126,98.32877,98.15143,98.18968,98.52301,98.28861,98.32308,99.08856,99.21577,98.98044,98.87993,98.7824,98.70734,100.64268,100.59391,100.54357,101.34064,101.52207,101.58595,101.42285,101.49606,101.64152,100.86023,100.80927,100.66757,101.12427,101.1461,101.41983,98.62699,98.58084,98.58965,97.57913,97.58328,97.14598,98.90037,98.89531,99.20926,98.89938,98.9284,99.10217,100.42341,100.63947,100.41628,98.29551,98.61791,98.60349,100.0965,99.7975,99.88188,98.10635,98.12234,98.39852,98.14493,97.99953,98.11684,98.54055,98.45076,98.43982,99.5445,99.52797,99.43344,100.0598,99.92884,99.70803,100.65936,100.65969,100.85589,97.97306,98.04613,98.74307,98.06366,98.0032,98.10876,99.0777,99.40166,98.97404,99.91303,99.38731,99.16391,97.86879,98.07068,97.86069
732.95008,98.06291,97.94645,98.16514,98.42872,98.23057,98.18961,99.05908,99.03867,98.92898,98.87077,98.76347,98.63708,100.55119,100.4129,100.44134,101.18638,101.32514,101.35886,101.17038,101.41989,101.48607,100.65948,100.65103,100.5868,101.02162,101.22376,101.2748,98.6398,98.60279,98.60533,97.51488,97.41385,97.1846,98.87592,98.90558,99.12902,98.9065,98.8791,99.05607,100.2733,100.65446,100.28407,98.22156,98.60627,98.60879,99.97057,99.65888,99.72106,97.97418,98.11695,98.27374,98.19648,98.01193,98.08473,98.37867,98.54478,98.51716,99.39666,99.36372,99.38404,99.94994,99.8679,99.66629,100.52216,100.66272,100.91591,97.85461,98.08742,98.6406,97.9568,97.92752,98.022,98.99355,99.26669,98.89418,99.75686,99.38916,99.08207,97.95961,97.94199,97.8441
734.8789,97.96769,97.91309,98.0631,98.39175,98.15518,98.18864,99.02761,98.88467,98.87065,98.86902,98.61422,98.60996,100.46494,100.25671,100.36871,101.05343,101.0689,101.14579,101.05136,101.38405,101.2907,100.61028,100.55748,100.37813,100.94391,101.1739,101.10813,98.52714,98.54112,98.55069,97.5991,97.30424,97.28694,98.88598,98.94775,99.04395,98.88535,98.8426,98.98461,100.16358,100.66469,100.21662,98.13216,98.49561,98.5804,99.96098,99.59996,99.60782,98.00061,98.08774,98.2425,98.06388,97.91807,97.94591,98.32862,98.57343,98.57623,99.28375,99.41311,99.56322,99.80215,99.66318,99.73932,100.39893,100.51626,100.82848,97.69859,98.09514,98.56555,97.92028,97.99779,97.99612,98.90984,99.12031,99.03515,99.69244,99.33906,99.07784,97.93261,97.70667,97.75965
736.80771,97.86388,97.71406,97.95906,98.25679,98.0108,97.9617,98.86346,98.74593,98.65299,98.67886,98.40046,98.57493,100.2921,100.1357,100.14184,100.88104,100.79572,100.90488,100.89548,101.29645,101.13384,100.44229,100.5496,100.57295,100.92148,101.01327,100.97323,98.31236,98.44603,98.40585,97.55541,97.23725,97.20973,98.77663,98.81614,98.9698,98.75914,98.69466,98.78529,100.10616,100.45191,100.0655,98.06569,98.39185,98.443,99.89063,99.42912,99.45093,97.89402,98.04722,98.23087,97.84913,97.72645,97.85922,98.30752,98.33515,98.46803,99.19643,99.42326,99.50762,99.75041,99.50059,99.53033,100.24802,100.31287,100.56238,97.6362,97.89658,98.48714,97.9312,98.00858,97.95873,98.80079,99.01036,98.96147,99.57748,99.19405,98.92194,97.78112,97.53026,97.59989
738.73653,97.85842,97.65982,97.85581,98.17774,97.94912,97.72864,98.64345,98.83903,98.44597,98.59053,98.30932,98.42694,100.21997,100.07169,99.92937,100.79928,100.67761,100.74432,100.7192,101.16678,100.91621,100.30386,100.59048,100.58504,100.81504,100.97941,101.02963,98.39837,98.57506,98.48676,97.61333,97.23845,97.22437,98.70955,98.71023,98.98814,98.75193,98.68317,98.76238,100.21255,100.30098,100.04994,98.0966,98.39139,98.47153,99.81836,99.4329,99.37598,97.7495,97.95168,98.2793,97.882,97.76431,97.70378,98.40215,98.29706,98.46967,99.08782,99.31977,99.53524,99.73077,99.50774,99.35258,100.12583,100.36595,100.46455,97.71633,97.91978,98.47147,97.82118,98.09285,97.88879,98.80804,99.10945,98.78785,99.58725,99.12374,98.8411,97.60506,97.57979,97.64802
740.66534,97.82784,97.72543,97.72351,98.1348,97.97855,97.70593,98.50387,98.74837,98.3743,98.59298,98.21157,98.23426,100.18027,100.02921,99.83965,100.89068,100.66687,100.7349,100.63932,101.01699,100.9295,100.26443,100.47951,100.27409,100.71382,100.98669,100.97667,98.55703,98.59643,98.57601,97.57201,97.28779,97.29987,98.65047,98.64476,98.96003,98.72474,98.65985,98.68224,100.14963,100.27905,100.07733,98.05291,98.27628,98.56665,99.77586,99.52427,99.33106,97.64979,97.82386,98.22452,97.96958,97.70347,97.53702,98.39485,98.29046,98.47484,99.11032,99.33924,99.61339,99.665,99.47709,99.40384,99.92193,100.32728,100.52842,97.73181,97.96958,98.34174,97.6863,98.05324,97.79493,98.78166,99.15702,98.6038,99.53891,99.13402,98.87688,97.59084,97.54482,97.56287
742.59416,97.58603,97.63788,97.57416,98.01459,97.82387,97.81154,98.38925,98.5674,98.31467,98.52772,98.15136,98.15103,100.08853,99.85954,99.71791,100.74215,100.64452,100.82747,100.59717,100.87197,100.83958,100.2863,100.17684,100.27955,100.55114,100.9155,100.69639,98.46409,98.39625,98.50602,97.49576,97.31408,97.28517,98.80134,98.63682,98.88089,98.60627,98.68688,98.69039,100.07182,100.23868,99.94788,97.95864,98.14413,98.59834,99.76455,99.43297,99.31641,97.64857,97.77504,98.13354,97.82459,97.50858,97.60359,98.28731,98.22833,98.59375,99.09262,99.4087,99.47935,99.53244,99.42069,99.38586,99.83001,100.13078,100.48795,97.68212,97.98415,98.25503,97.67201,98.05621,97.81911,98.78616,99.15725,98.66094,99.42836,99.02457,98.79957,97.69854,97.52536,97.52732
744.52298,97.48165,97.4861,97.46746,97.84606,97.79027,97.66001,98.27422,98.38879,98.27888,98.37886,98.13595,98.15044,99.88864,99.63319,99.67946,100.62039,100.56694,100.7744,100.64948,100.82613,100.8248,100.19156,99.977,100.22931,100.45121,100.74744,100.58585,98.31043,98.34036,98.39431,97.50294,97.36703,97.15859,98.90046,98.70516,98.79901,98.5428,98.69915,98.74353,100.09041,100.14058,99.93793,97.93826,98.2705,98.4045,99.65594,99.43809,99.39746,97.59906,97.84828,98.07052,97.72904,97.49814,97.63917,98.3341,98.21471,98.70826,99.12674,99.49592,99.46076,99.45155,99.32567,99.32614,99.95149,100.12398,100.39366,97.60152,97.99627,98.33504,97.67426,98.00069,97.88805,98.72801,99.17469,98.72512,99.44698,98.96499,98.76079,97.7666,97.56923,97.5706
746.45179,97.5548,97.54537,97.56061,97.85638,97.88771,97.68372,98.31949,98.49079,98.40352,98.50164,98.21085,98.17545,99.81929,99.62101,99.70448,100.77639,100.64096,100.72733,100.75878,100.83629,100.9559,100.14116,100.19009,100.31927,100.54908,100.74639,100.74413,98.43192,98.55327,98.59956,97.63531,97.52912,97.3536,98.94053,98.87422,98.94744,98.70159,98.76326,98.85564,100.17857,100.17222,100.03136,98.12295,98.4697,98.39231,99.66935,99.68559,99.54053,97.78349,98.0158,98.18047,97.90498,97.66029,97.76039,98.49179,98.40781,98.787,99.37057,99.59339,99.65482,99.6282,99.31844,99.39055,100.16276,100.27877,100.57606,97.77726,98.09733,98.52056,98.007,98.10039,98.09271,98.90194,99.37379,98.90624,99.72248,99.11665,98.91375,97.83962,97.7609,97.65545
748.38061,97.44285,97.51397,97.54744,97.8188,97.79271,97.73616,98.2612,98.48902,98.32974,98.39533,98.23363,98.09704,99.8061,99.59291,99.54997,100.7463,100.48445,100.51116,100.61531,100.62559,100.71919,100.06234,100.21001,100.1803,100.4159,100.56761,100.76318,98.40935,98.59459,98.63692,97.71184,97.50477,97.34845,98.86479,98.76231,99.04522,98.64073,98.68447,98.88175,100.04192,100.05244,99.83668,98.15331,98.38321,98.52352,99.54608,99.54224,99.47609,97.81738,97.95559,98.20923,97.80079,97.64866,97.75311,98.38001,98.47187,98.7477,99.29721,99.50001,99.58759,99.59435,99.3342,99.34091,100.08193,100.32197,100.58645,97.78319,98.02022,98.51012,98.14169,98.11636,98.03459,98.91115,99.27206,98.89915,99.75369,99.15543,98.91689,97.71886,97.75194,97.61897
