name,c_K2CO3,c_KHCO3,Total,Wavenumber,R1-1,R1-2,R1-3,R2-1,R2-2,R2-3,R3-1,R3-2,R3-3,R4-1,R4-2,R4-3,R5-1,R5-2,R5-3,R6-1,R6-2,R6-3,R7-1,R7-2,R7-3,R8-1,R8-2,R8-3,R9-1,R9-2,R9-3,R10-1,R10-2,R10-3,R11-1,R11-2,R11-3
,,,,775.38403,100.03766,100.49019,100.13762,99.48245,99.60892,99.35079,98.62677,98.68473,98.22108,100.61508,100.3759,100.44362,98.39395,98.25992,98.37126,96.22061,96.0769,96.2477,98.66093,98.45768,98.56123,99.41447,99.12382,99.41319,98.14582,98.28944,98.49234,96.98675,96.9744,96.97314,98.03246,97.95924,97.85359
,,,,777.31285,99.99079,100.37088,100.16018,99.41222,99.41503,99.22346,98.49203,98.50618,98.08913,100.52176,100.35293,100.3701,98.38591,98.28645,98.30181,96.14418,95.95937,96.04403,98.49695,98.35712,98.42549,99.34847,99.08913,99.37571,98.07758,98.26771,98.43816,96.79684,96.88812,96.81741,98.0604,97.85427,97.82304
,,,,779.24166,100.07589,100.31745,100.11455,99.39709,99.28721,99.17256,98.32239,98.28746,97.97877,100.5219,100.35939,100.42421,98.41462,98.2664,98.19256,96.06093,95.85232,95.9096,98.42384,98.31516,98.34778,99.31835,99.23298,99.35775,97.95608,98.27225,98.32849,96.60834,96.7461,96.72535,97.93398,97.7527,97.8759
,,,,781.17048,100.14262,100.33525,100.05255,99.25603,99.30737,99.06894,98.07359,98.12211,97.80006,100.51409,100.30096,100.39445,98.38004,98.0839,98.09939,95.81751,95.74304,95.74876,98.36856,98.1872,98.23986,99.26355,99.31345,99.30014,97.92778,98.20499,98.34207,96.64075,96.66319,96.72011,97.79237,97.67797,97.82439
,,,,783.0993,100.12154,100.25623,100.00949,99.20101,99.33444,98.95711,97.9835,97.93131,97.64789,100.5376,100.27474,100.33117,98.31848,98.03134,98.03317,95.52339,95.57215,95.55431,98.21015,98.04756,98.06382,99.24152,99.15119,99.18002,97.94686,98.07508,98.33574,96.65988,96.58901,96.65044,97.84422,97.69652,97.77707
,,,,785.02811,100.1008,100.10795,99.97085,99.17089,99.21389,98.83436,97.85918,97.78876,97.40047,100.46737,100.18573,100.24633,98.1254,98.00673,97.92355,95.36358,95.37575,95.43161,98.09021,97.92935,97.84104,99.1588,99.02009,99.01168,97.7919,97.90441,98.13356,96.554,96.49142,96.47524,97.83095,97.6935,97.73599
,,,,786.95693,100.01653,100.03577,99.87475,99.01932,99.10718,98.73211,97.60463,97.65056,97.23184,100.38375,100.25259,100.2239,97.97146,97.90898,97.85636,95.29605,95.23912,95.29208,97.95065,97.87613,97.71799,99.09167,99.00481,99.09339,97.68363,97.81812,97.91219,96.38757,96.50236,96.37082,97.73025,97.68726,97.71554
,,,,788.88574,99.88801,100.13723,99.83231,98.95811,99.06168,98.75677,97.46548,97.55931,97.09446,100.41904,100.26356,100.23127,97.97011,97.91273,97.76852,95.25775,95.1542,95.15994,97.80656,97.81383,97.73993,99.10669,99.04136,99.21805,97.64716,97.81392,97.80555,96.30043,96.44483,96.39455,97.72366,97.70761,97.70741
,,,,790.81456,99.9994,100.2007,99.91438,98.86929,98.98652,98.77476,97.39286,97.51157,97.07205,100.44299,100.23418,100.28352,98.03835,97.86257,97.73124,95.2563,95.12268,95.12146,97.81655,97.77301,97.72508,99.13036,99.08922,99.21294,97.6585,97.80276,97.91338,96.38686,96.34601,96.34934,97.71351,97.70315,97.74696
,,,,792.74338,100.02867,100.16995,99.93566,98.65405,98.90816,98.56864,97.14522,97.23523,96.9204,100.34072,100.18077,100.21824,97.84383,97.67483,97.68033,95.03557,94.9676,94.95229,97.75244,97.69357,97.59377,99.07509,99.02286,99.09382,97.63889,97.65148,97.91845,96.23901,96.13514,96.1309,97.59411,97.60384,97.74889
,,,,794.67219,99.83831,100.04806,99.86759,98.52947,98.68121,98.35302,96.84699,96.91353,96.5275,100.18382,99.96993,100.05752,97.56046,97.53224,97.57661,94.65968,94.6878,94.71769,97.52474,97.43843,97.33197,98.88323,98.81509,98.93322,97.45499,97.48316,97.65071,95.87788,95.86925,95.8803,97.47547,97.46993,97.56667
,,,,796.60101,99.72207,99.95493,99.82476,98.54784,98.61027,98.309,96.72702,96.7009,96.25909,100.23271,99.9773,100.04232,97.50271,97.49608,97.53372,94.51179,94.59165,94.59151,97.45264,97.31819,97.18053,98.87779,98.71545,98.91531,97.36543,97.47371,97.57275,95.80048,95.90536,95.8649,97.52905,97.34114,97.44722
,,,,798.52982,99.68717,99.8206,99.76536,98.45123,98.58057,98.1966,96.61222,96.54982,96.30006,100.26553,100.055,100.06504,97.52348,97.47255,97.35918,94.48569,94.55198,94.59529,97.34719,97.26278,97.17546,98.91122,98.69619,98.91284,97.21573,97.51576,97.62947,95.86377,95.88376,95.79037,97.48017,97.30727,97.40688
,,,,800.45864,99.67772,99.75201,99.64102,98.31052,98.3689,98.05498,96.36516,96.33629,96.16326,100.21858,99.94205,100.0065,97.40193,97.35366,97.10298,94.30969,94.40286,94.52323,97.12726,97.08809,97.1663,98.82388,98.60803,98.72934,97.09676,97.38311,97.44953,95.69481,95.69419,95.66196,97.41122,97.31714,97.3565
,,,,802.38746,99.67852,99.84877,99.62304,98.22655,98.23647,98.03236,96.22303,96.20962,96.02812,100.25133,99.84004,99.97589,97.34544,97.31855,97.16038,94.12125,94.29361,94.44921,97.0363,96.99897,97.07853,98.79362,98.62808,98.67722,97.09934,97.21642,97.2683,95.56993,95.60193,95.61527,97.48705,97.37815,97.30211
,,,,804.31627,99.79472,99.89948,99.67896,98.22172,98.18212,98.03448,96.11656,96.15615,95.94911,100.19525,99.83282,99.9504,97.46889,97.28928,97.2638,94.13232,94.1514,94.31135,96.97032,96.94993,96.97689,98.77587,98.76108,98.80382,97.13325,97.14287,97.31082,95.64655,95.52554,95.6638,97.47049,97.45011,97.2186
,,,,806.24509,99.78159,99.83765,99.67835,98.14846,98.10334,97.94248,95.99487,96.0492,95.79331,100.06547,99.7926,99.96781,97.45665,97.19376,97.16642,94.09108,94.00322,94.09494,96.85739,96.74152,96.76107,98.71532,98.77792,98.84133,97.10018,97.13613,97.32082,95.63397,95.4735,95.59232,97.37634,97.43125,97.18897
,,,,808.1739,99.62659,99.72426,99.6105,97.99512,97.88116,97.64292,95.76815,95.73484,95.57788,99.98949,99.62593,99.93412,97.24462,97.09065,97.0029,93.83973,93.8067,93.85663,96.69956,96.57605,96.53615,98.65108,98.57087,98.76571,96.90446,97.0357,97.15414,95.38399,95.40411,95.41032,97.32312,97.22707,97.1422
,,,,810.10272,99.49424,99.60902,99.47912,97.74452,97.6738,97.36376,95.38194,95.42663,95.23403,99.80996,99.55553,99.74298,96.97804,96.93411,96.84782,93.55414,93.59196,93.52947,96.52622,96.47805,96.36875,98.56291,98.39334,98.63815,96.69262,96.87328,96.89984,95.02586,95.13554,95.19987,97.16025,96.96055,97.06998
,,,,812.03154,99.50407,99.70921,99.43958,97.5618,97.64003,97.42671,95.24881,95.3009,94.98368,99.75984,99.5895,99.62847,96.88616,96.84956,96.8498,93.28056,93.41656,93.4053,96.35291,96.43126,96.28851,98.67122,98.4363,98.49837,96.74207,96.84199,96.85719,94.98098,94.97431,95.07262,97.07328,96.92656,97.01932
,,,,813.96035,99.49718,99.70758,99.3916,97.45573,97.65295,97.49641,95.09441,95.16841,94.7838,99.86628,99.64955,99.64094,96.80783,96.81129,96.7992,93.15853,93.23858,93.3167,96.29265,96.36012,96.25626,98.62675,98.41856,98.41449,96.71752,96.80171,96.82867,95.04996,94.89496,94.98162,97.06183,96.9153,97.01421
,,,,815.88917,99.47112,99.67483,99.41036,97.38531,97.53924,97.32913,94.97462,95.08483,94.597,99.9385,99.72963,99.72681,96.73836,96.79705,96.68094,93.14862,93.17391,93.20113,96.29675,96.25838,96.14258,98.50327,98.34007,98.45181,96.62089,96.74955,96.78861,94.86098,94.78811,94.94801,97.06629,96.9252,97.09973
